Name,Author,Teleport Command,Notes,Category,Entry Type
Back From the Grave v2.0,GraveAwoken,/tp @s 21.5 51 -35.5 0 0,,Lore,Kit
Box of Nautical Treasures,ezboy,/tp @s 22.5 51 -35.5 0 0,,Lore,Kit
Box of the Stars,Unknown Author,/tp @s 23.5 51 -35.5 0 0,Archivist Pick,Lore,Kit
Caketaco's 2022 Item Kit,Caketaco,/tp @s 24.5 51 -35.5 0 0,,Lore,Kit
Chemical Box,nickful,/tp @s 25.5 51 -35.5 0 0,,Lore,Kit
Christmas Shulker,Zarxana,/tp @s 26.5 51 -35.5 0 0,,Lore,Kit
Communism,Unknown Author,/tp @s 27.5 51 -35.5 0 0,,Lore,Kit
Corrupt Amethyst Shard,Feueristic,/tp @s 28.5 51 -35.5 0 0,Archivist Pick,Lore,Kit
Craft_E_Jack's Halloween Kit,Craft_E_Jack,/tp @s 29.5 51 -35.5 0 0,,Lore,Kit
Creeper - AWW man,Unknown Author,/tp @s 30.5 51 -35.5 0 0,,Lore,Kit
Dimensional Cores,LeoTheRavioli,/tp @s 31.5 51 -35.5 0 0,,Lore,Kit
DIY kit,Unknown Author,/tp @s 14.5 49 -35.5 0 0,Archivist Pick,Lore,Kit
Κάτω στη Βαθύ Γαλάζια Θάλασσα,Unknown Author,/tp @s 15.5 49 -35.5 0 0,,Lore,Kit
Admin Abuse,TFTWPhoenix,/tp @s 16.5 49 -35.5 0 0,,Lore,Kit
Dead Bush Kit,antigames12,/tp @s 17.5 49 -35.5 0 0,Archivist Pick,Lore,Kit
Depression and Happiness,Unknown Author,/tp @s 18.5 49 -35.5 0 0,,Lore,Kit
Fake Operating System,OperatorTheDope,/tp @s 19.5 49 -35.5 0 0,,Lore,Kit
FEET!,Yurni,/tp @s 20.5 49 -35.5 0 0,,Lore,Kit
fleshly_'s Unauthorized Items (Vol. I),FleshlyIsTaken,/tp @s 21.5 49 -35.5 0 0,,Lore,Kit
FLUX,FileExtension,/tp @s 22.5 49 -35.5 0 0,,Lore,Kit
food cooler,Unknown Author,/tp @s 23.5 49 -35.5 0 0,,Lore,Kit
forbidden box v1,ItsPatt,/tp @s 24.5 49 -35.5 0 0,NSFW,Lore,Kit
from the heavens,Shdwo,/tp @s 25.5 49 -35.5 0 0,,Lore,Kit
Fury Kit,"ChatGPT, Chargefruit",/tp @s 26.5 49 -35.5 0 0,,Lore,Kit
Fuze Fan Kit,UltimEVB,/tp @s 27.5 49 -35.5 0 0,,Lore,Kit
give a fish a kill a man + meteorites,Unknown Author,/tp @s 28.5 49 -35.5 0 0,Archivist Pick,Lore,Kit
If it Bleeds,Katsuo,/tp @s 29.5 49 -35.5 0 0,,Lore,Kit
juni box,_juniiper,/tp @s 30.5 49 -35.5 0 0,,Lore,Kit
KaddicusAlmighty's Music Kit,Kadalyst,/tp @s 31.5 49 -35.5 0 0,,Lore,Kit
keli5's Music Kit,keli5,/tp @s 14.5 47 -35.5 0 0,,Lore,Kit
keli5's Music Kit 2,keli5,/tp @s 15.5 47 -35.5 0 0,,Lore,Kit
lol 2.0,MorganAnkan,/tp @s 16.5 47 -35.5 0 0,,Lore,Kit
Lore items from TF,Unknown Author,/tp @s 17.5 47 -35.5 0 0,,Lore,Kit
Mono-Blue Faeries (1/3),Unknown Author,/tp @s 18.5 47 -35.5 0 0,Archivist Pick,Lore,Kit
Mono-Blue Faeries (2/3),Unknown Author,/tp @s 18.5 47 -35.5 0 0,Archivist Pick,Lore,Kit
Mono-Blue Faeries Manabase (3-3),Unknown Author,/tp @s 18.5 47 -35.5 0 0,Archivist Pick,Lore,Kit
Narnia Dev ƒ,Katsuo,/tp @s 19.5 47 -35.5 0 0,,Lore,Kit
Narnian Falchion Kit Dev ƒ,Katsuo,/tp @s 20.5 47 -35.5 0 0,,Lore,Kit
Narnia TF Version,Katsuo,/tp @s 21.5 47 -35.5 0 0,,Lore,Kit
Nigger Kit,xxBen,/tp @s 22.5 47 -35.5 0 0,,Lore,Kit
Patt box v2,ItsPatt,/tp @s 23.5 47 -35.5 0 0,,Lore,Kit
Patt box v1,ItsPatt,/tp @s 24.5 47 -35.5 0 0,,Lore,Kit
Po*nH*b,Unknown Author,/tp @s 25.5 47 -35.5 0 0,NSFW,Lore,Kit
Poseidons Wrath,scider,/tp @s 26.5 47 -35.5 0 0,,Lore,Kit
Predator's Kit,GioVarquez,/tp @s 27.5 47 -35.5 0 0,,Lore,Kit
Present UwU,MarioKartWii,/tp @s 28.5 47 -35.5 0 0,,Lore,Kit
RANDOM ASCII ART,Unknown Author,/tp @s 29.5 47 -35.5 0 0,Archivist Pick,Lore,Kit
Rickroll Kit,OperatorTheDope,/tp @s 30.5 47 -35.5 0 0,,Lore,Kit
shkler bxo,Feueristic,/tp @s 31.5 47 -35.5 0 0,Archivist Pick,Lore,Kit
Shyrix's Cringe Items,Shyrix,/tp @s 14.5 45 -35.5 0 0,,Lore,Kit
Shyrix's Sharp-Object,Shyrix,/tp @s 15.5 45 -35.5 0 0,,Lore,Kit
Super Barrel,MarioKartWii,/tp @s 16.5 45 -35.5 0 0,Archivist Pick,Lore,Kit
Sus Barrel,vajpka,/tp @s 17.5 45 -35.5 0 0,,Lore,Kit
TF History Kit,antigamesm12,/tp @s 18.5 45 -35.5 0 0,,Lore,Kit
The Best Images,Unknown Author,/tp @s 19.5 45 -35.5 0 0,,Lore,Kit
The Disruptor,scider,/tp @s 20.5 45 -35.5 0 0,,Lore,Kit
The Lost Sword of King Arthur,Yurni,/tp @s 17.5 43 -35.5 0 0,,Lore,Kit
The Scythe Crate,"nickful, FileExtension",/tp @s 22.5 45 -35.5 0 0,,Lore,Kit
Tread Lightly,Katsuo,/tp @s 23.5 45 -35.5 0 0,,Lore,Kit
真の英雄のキット,PacMax1121,/tp @s 24.5 45 -35.5 0 0,,Lore,Kit
Zailer's Shit,Zailer43,/tp @s 25.5 45 -35.5 0 0,,Lore,Kit
ZINGZONG,Unknown Author,/tp @s 26.5 45 -35.5 0 0,Archivist Pick,Lore,Kit
Opulent Vibe Ver1,Kazaretski,/tp @s 27.5 45 -35.5 0 0,Archivist Pick,Lore,Kit
20w14inf,antigamesm12,/tp @s 14.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
97 birthday gift,antigamesm12,/tp @s 15.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
2010's Nostalgia Box,antigamesm12,/tp @s 16.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
2020 Christmas Jingle Bell Kit,Orelabs,/tp @s 17.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Achillean Crate,Unknown Author,/tp @s 18.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Admin Toenail Kit,nohoeslolol,/tp @s 19.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Aesthetic Box,Unknown Author,/tp @s 20.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Amethyst Armor v1,Unknown Author,/tp @s 21.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Aquatic Kit V1,Unknown Author,/tp @s 22.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
BANNERS,Eczbek,/tp @s 23.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Basic Cosmic Crate,greensilver,/tp @s 24.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Basic Trench Warfare Weapons,FleshlyIsTaken,/tp @s 25.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Big Barrel o' Boat,woodchuck321,/tp @s 26.5 51 -59.5 0 0,Archivist Pick,Misc. Non-Func.,Kit
BLUE KIT -- zgglmc on Youtube,zggl,/tp @s 27.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Boat kit v0.8,woodchuck321,/tp @s 28.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Booster set idk,Unknown Author,/tp @s 29.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Box Of Toys!!,Unknown Author,/tp @s 30.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Butter Shulker Box,antigamesm12,/tp @s 31.5 51 -59.5 0 0,,Misc. Non-Func.,Kit
Celestrial Kit,Unknown Author,/tp @s 14.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Chess Set,Katsuo,/tp @s 15.5 49 -59.5 0 0,Archivist Pick,Misc. Non-Func.,Kit
ClayCoconut Kit,renzothehottie,/tp @s 16.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Coconut Cereal's Drug,CoconutCereal,/tp @s 17.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
COOLERMASTER pc case,Unknown Author,/tp @s 18.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
CosmicCraft ZKit [Unlocked],greensilver,/tp @s 19.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Cosmic Crate Tier II,greensilver,/tp @s 20.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Country Flags,antigamesm12,/tp @s 21.5 49 -59.5 0 0,Archivist Pick,Misc. Non-Func.,Kit
Crewmate bottom,Sperience,/tp @s 22.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Crewmate top,Sperience,/tp @s 23.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Cringe Kit,UltimEVB,/tp @s 24.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Currency Box,Unknown Author,/tp @s 25.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Custom Blocks Kit Season 2,greensilver,/tp @s 26.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Custom Blocks Kit Season 1,greensilver,/tp @s 27.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
DA MEME BOX,Unknown Author,/tp @s 28.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
decent skibid toilet box,Unknown Author,/tp @s 29.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Determining Your Color,Unknown Author,/tp @s 30.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
DevilTech PC Box,DashTheDevilDog,/tp @s 31.5 49 -59.5 0 0,,Misc. Non-Func.,Kit
Dimensional Cores,antigamesm12,/tp @s 14.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
DMA Pack [OFFICIAL],quack95,/tp @s 15.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Doomsday Squidward Set,Unknown Author,/tp @s 16.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Dopecoin Kit,OperatorTheDope,/tp @s 17.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Drugs,Holdingbacktears,/tp @s 18.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Dumb Items,Unknown Author,/tp @s 19.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Emerald Armor,Unknown Author,/tp @s 20.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Enders Items,Misc. Authors,/tp @s 23.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
FANTASY'S KIT FOR TODDLERS,Unknown Author,/tp @s 24.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Farmers Kit,Unknown Author,/tp @s 25.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Fionnns Gamble Box,Fionnn,/tp @s 26.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Fish Finger Holder,Unknown Author,/tp @s 27.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Food,Aarooncia,/tp @s 28.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Fuck Kit Thieves,Yurni,/tp @s 29.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Fuck nohoeslolol,Yurni,/tp @s 30.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Gamemodes Kit,Unknown Author,/tp @s 31.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
GD Kit,UltimEVB,/tp @s 14.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Gem Box,Unknown Author,/tp @s 15.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Gmod Weapons,Caketaco,/tp @s 16.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Godzilla2 Movie Kit,greensilver,/tp @s 17.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Godzilla 2000,greensilver,/tp @s 18.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Godzilla 2014 Movie Kit,greensilver,/tp @s 19.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Gojira I,greensilver,/tp @s 20.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Gojira II,greensilver,/tp @s 21.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Griefing Box,MetaBoss4k,/tp @s 22.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Guild Banners,Misc. Authors,/tp @s 23.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Halloween,Unknown Author,/tp @s 24.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Halloween 2020 Dragon Costume,DashTheDevilDog,/tp @s 25.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Halloween 2020 Frankenstein Costume,DashTheDevilDog,/tp @s 26.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Halloween 2020 Grim Costume,DashTheDevilDog,/tp @s 27.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Halloween 2020 T-Rex Costume,DashTheDevilDog,/tp @s 28.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Halloween 2020 Yeehaw Costume,DashTheDevilDog,/tp @s 29.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Halloween Gear (2021),Unknown Author,/tp @s 30.5 45 -59.5 0 0,,Misc. Non-Func.,Kit
Halloween Shulker,antigamesm12,/tp @s 31.5 45 -59.5 0 0,Archivist Pick,Misc. Non-Func.,Kit
happy meal <3,Unknown Author,/tp @s 14.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Helium's items,Unknown Author,/tp @s 15.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Heroin,Unknown Author,/tp @s 16.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Hive Mind,FleshlyIsTaken,/tp @s 17.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
How To Make Item,FleshlyIsTaken,/tp @s 18.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
IDK,Unknown Author,/tp @s 19.5 43 -59.5 0 0,Archivist Pick,Misc. Non-Func.,Kit
IKEA Chest,IKEA_Freezer,/tp @s 20.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
iKit,OperatorTheDope,/tp @s 21.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Immortal Slabs,bigboypadilla,/tp @s 22.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Imperium,Unknown Author,/tp @s 23.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Infinity Kit,Zetaflex,/tp @s 24.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Infinity Stones,Arslan,/tp @s 25.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Item 3D,Fire_Melone,/tp @s 26.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Item Advancement Disabler,bigboypadilla,/tp @s 27.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Itemizium,OperatorTheDope,/tp @s 28.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Jellyfish Head Pack,keyshujin,/tp @s 29.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
jorkeythewhale's Custom Wands,jorkeythewhale,/tp @s 30.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Jursassic World Survival Kit Season 1,greensilver,/tp @s 31.5 43 -59.5 0 0,,Misc. Non-Func.,Kit
Kaddicus Lore Kit,UltimEVB,/tp @s 14.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Kanst's Mom,Yurni,/tp @s 15.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Kat's Box of Toyz,Katsuo,/tp @s 16.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Kat's Horse Kit,Katsuo,/tp @s 17.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
KNOKBACK_BLOK,Unknown Author,/tp @s 18.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Kong Skull Island,greensilver,/tp @s 19.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Kong VS Godzilla,greensilver,/tp @s 20.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Krypandenej's Box of Sin,Krypandenej,/tp @s 21.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Literature,Unknown Author,/tp @s 22.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Low-power Item Box 1,SuperRyn,/tp @s 23.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Magical Box,UltimEVB,/tp @s 24.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
MarioKartWii's Car Head Kit,MarioKartWii,/tp @s 25.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
MarioKartWii's Jukebox,MarioKartWii,/tp @s 26.5 41 -59.5 0 0,Archivist Pick,Misc. Non-Func.,Kit
marketable anti plushie kit,antigamesm12,/tp @s 27.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
MessyJessy05's box of girly stuff,MessyJessy05,/tp @s 28.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
micahjiggs notes,micahjiggs,/tp @s 29.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Minehut Cosmetics Collection,Thorioum_,/tp @s 30.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Misc. Enders Items,Unknown Author,/tp @s 31.5 41 -59.5 0 0,,Misc. Non-Func.,Kit
Money,Unknown Author,/tp @s 31.5 51 -59.5 -90 0,,Misc. Non-Func.,Kit
MPD Kit KaddicusAlmighty Edition,Kadalyst,/tp @s 31.5 51 -60.5 0 0,,Misc. Non-Func.,Kit
MYC Minifigures I,OperatorTheDope,/tp @s 31.5 51 -61.5 0 0,,Misc. Non-Func.,Kit
Neptune's Book Kit,Unknown Author,/tp @s 31.5 51 -62.5 0 0,,Misc. Non-Func.,Kit
Neptune's Box of Noodles,Unknown Author,/tp @s 31.5 51 -63.5 0 0,,Misc. Non-Func.,Kit
Neptune's Machine Box,Unknown Author,/tp @s 31.5 51 -64.5 0 0,,Misc. Non-Func.,Kit
Not so empty White Shulker Box,antigamesm12,/tp @s 31.5 51 -65.5 0 0,,Misc. Non-Func.,Kit
Nostalgia Kit,SuperRyn,/tp @s 31.5 51 -66.5 0 0,,Misc. Non-Func.,Kit
OMEGAS DRUGS STASH,Unknown Author,/tp @s 31.5 51 -67.5 0 0,,Misc. Non-Func.,Kit
ONI MATTER KIT,greensilver,/tp @s 31.5 49 -59.5 -90 0,,Misc. Non-Func.,Kit
OPERATION ENTER ENDERS,OperatorTheDope,/tp @s 31.5 49 -60.5 -90 0,,Misc. Non-Func.,Kit
OP Fishing Kit,DoctorZene,/tp @s 31.5 49 -61.5 -90 0,,Misc. Non-Func.,Kit
Penis At Spawn Kit,Folfy_Blue,/tp @s 31.5 49 -62.5 -90 0,,Misc. Non-Func.,Kit
Personal Custom,ph4nt0,/tp @s 31.5 49 -63.5 -90 0,,Misc. Non-Func.,Kit
Pokebox: Yoi,UltimEVB,/tp @s 31.5 49 -64.5 -90 0,,Misc. Non-Func.,Kit
Poly Umbrella,Unknown Author,/tp @s 31.5 49 -65.5 -90 0,,Misc. Non-Func.,Kit
Project Gemstone,KaddicusAlmighty,/tp @s 31.5 49 -66.5 -90 0,,Misc. Non-Func.,Kit
Purge Kit,Unknown Author,/tp @s 31.5 49 -67.5 -90 0,,Misc. Non-Func.,Kit
PURPLE MAYHEM,Unknown Author,/tp @s 31.5 46 -59.5 -90 0,,Misc. Non-Func.,Kit
Pwussy's Box of Total Sh*t V2,Katsuo,/tp @s 31.5 46 -60.5 -90 0,,Misc. Non-Func.,Kit
Relic Box,Scyto,/tp @s 31.5 47 -61.5 -90 0,,Misc. Non-Func.,Kit
Sally's Drug Box,Unknown Author,/tp @s 31.5 47 -62.5 -90 0,,Misc. Non-Func.,Kit
Sally's Sex Bundle,Unknown Author,/tp @s 31.5 47 -63.5 -90 0,,Misc. Non-Func.,Kit
Sandwitch Kit,Unknown Author,/tp @s 31.5 47 -64.5 -90 0,,Misc. Non-Func.,Kit
Sapphic Crate,Unknown Author,/tp @s 31.5 47 -65.5 -90 0,,Misc. Non-Func.,Kit
Saturn's Hacked items V3,saturn5vfive,/tp @s 31.5 47 -66.5 -90 0,,Misc. Non-Func.,Kit
Sausage,Unknown Author,/tp @s 31.5 47 -67.5 -90 0,,Misc. Non-Func.,Kit
Sedekahdia's Astronaut Kit,Sedekahdia,/tp @s 31.5 45 -59.5 -90 0,,Misc. Non-Func.,Kit
Sedekahdia's Prank Box,Sedekahdia,/tp @s 31.5 45 -60.5 -90 0,,Misc. Non-Func.,Kit
Shin Godzilla,greensilver,/tp @s 31.5 45 -61.5 -90 0,,Misc. Non-Func.,Kit
Shop Kit I,SuperRyn,/tp @s 31.5 45 -62.5 0 0,,Misc. Non-Func.,Kit
Soul Coin Crate,Unknown Author,/tp @s 31.5 45 -63.5 0 0,,Misc. Non-Func.,Kit
soyp's computer,soyp,/tp @s 31.5 45 -64.5 0 0,,Misc. Non-Func.,Kit
Space Crate,Aarooncia,/tp @s 31.5 45 -65.5 0 0,,Misc. Non-Func.,Kit
Special Skyblock Items,Unknown Author,/tp @s 31.5 45 -66.5 0 0,,Misc. Non-Func.,Kit
Spleefer Kit,Unknown Author,/tp @s 31.5 45 -67.5 0 0,,Misc. Non-Func.,Kit
Star Wars Become The Mandalorian,Unknown Author,/tp @s 31.5 43 -59.5 -90 0,,Misc. Non-Func.,Kit
Statues,Unknown Author,/tp @s 31.5 43 -60.5 -90 0,,Misc. Non-Func.,Kit
Sundred Matter Kit,greensilver,/tp @s 31.5 43 -61.5 -90 0,,Misc. Non-Func.,Kit
SuperRyn's Custom Item Pack 1,SuperRyn,/tp @s 31.5 43 -62.5 -90 0,,Misc. Non-Func.,Kit
Sylvorus's PC,Pokethorix,/tp @s 31.5 43 -63.5 -90 0,,Misc. Non-Func.,Kit
Take it.,CoolestGuy94,/tp @s 31.5 43 -64.5 -90 0,,Misc. Non-Func.,Kit
talsman 1,Unknown Author,/tp @s 31.5 43 -65.5 -90 0,,Misc. Non-Func.,Kit
Terraria Red Weapons,FleshlyIsTaken,/tp @s 31.5 43 -66.5 -90 0,,Misc. Non-Func.,Kit
TFGenerations Dash,DashTheDevilDog,/tp @s 31.5 43 -67.5 -90 0,,Misc. Non-Func.,Kit
TF Item Shop Items Kit,Unknown Author,/tp @s 31.5 41 -59.5 -90 0,,Misc. Non-Func.,Kit
TF Shop Item Box #2,FleshlyIsTaken,/tp @s 31.5 41 -60.5 -90 0,,Misc. Non-Func.,Kit
TF Shop Item Box #1,FleshlyIsTaken,/tp @s 31.5 41 -61.5 -90 0,,Misc. Non-Func.,Kit
Thanos Kit,Mob0,/tp @s 31.5 41 -62.5 -90 0,,Misc. Non-Func.,Kit
The 14th Pack,Unknown Author,/tp @s 31.5 41 -63.5 -90 0,,Misc. Non-Func.,Kit
THE BULLSHIT KIT,Kiraptor,/tp @s 31.5 41 -64.5 -90 0,,Misc. Non-Func.,Kit
The Covid-19 Shulker,GioVarquez,/tp @s 31.5 41 -65.5 -90 0,,Misc. Non-Func.,Kit
THE GRANITE CASTLE KIT,antigamesm12,/tp @s 31.5 41 -66.5 -90 0,,Misc. Non-Func.,Kit
the how box,Unknown Author,/tp @s 31.5 41 -67.5 -90 0,,Misc. Non-Func.,Kit
The OpTown Kit,greensilver,/tp @s 31.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
The Red Box,Kadalyst,/tp @s 30.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
Titan Matter Shulker,Unknown Author,/tp @s 29.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
TotalFreedom Care-Package,Beta_Alpha,/tp @s 28.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
Ultimate Elements,Unknown Author,/tp @s 27.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
UltimEVB Marketable Plushie,UltimEVB,/tp @s 26.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
UnderTails Battle Toy Box,OperatorTheDope,/tp @s 25.5 51 -67.5 -180 0,Archivist Pick,Misc. Non-Func.,Kit
Undertale,Kaninchenfurz24,/tp @s 24.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
UnderT/@¢@¤¢£,Unknown Author,/tp @s 23.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
vajpka,vajpka,/tp @s 22.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
Velocity : Design : Comfort,FleshlyIsTaken,/tp @s 21.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
Vesperian War Kit,macetrap,/tp @s 20.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
videogamesm12 Kit,renzothehottie,/tp @s 19.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
Void Box,FleshlyIsTaken,/tp @s 18.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
Vote For Folfy Kit,Folfy_Blue,/tp @s 17.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
waluigi taco kit,Unknown Author,/tp @s 16.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
WATAMELON KIT,HopeGamer10,/tp @s 15.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
Weird Pink Kit,Yurni,/tp @s 14.5 51 -67.5 -180 0,,Misc. Non-Func.,Kit
Wet Kit,SuperRyn,/tp @s 31.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Wide Kit,UltimEVB,/tp @s 30.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Wings,Yurni,/tp @s 29.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Wool Cube,vajpka,/tp @s 28.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Yellowhanded Crate,Aarooncia,/tp @s 27.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Young dragon shulker,WishNoMore,/tp @s 26.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Your Dinner!,Unknown Author,/tp @s 25.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Zarc's Ender Vehicle Build Kit,Zarcana,/tp @s 24.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
zggl's random crap kit (OIC.),zggl,/tp @s 23.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Multicultural Dinner,Unknown Author,/tp @s 22.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Chris Griffin Kit,Unknown Author,/tp @s 21.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Anchi's Stuff,Anchii_kyara,/tp @s 14.5 51 -95.5 0 0,,Random,Kit
Anchi's Stuff 2,Anchii_kyara,/tp @s 15.5 51 -95.5 0 0,,Random,Kit
Antique Crate,Unknown Author,/tp @s 16.5 51 -95.5 0 0,,Random,Kit
Apple.,UltimEVB,/tp @s 17.5 51 -95.5 0 0,,Random,Kit
Armor,NukeCoderX,/tp @s 18.5 51 -95.5 0 0,,Random,Kit
Axemtessential Crate,Unknown Author,/tp @s 19.5 51 -95.5 0 0,,Random,Kit
Chaos,Unknown Author,/tp @s 20.5 51 -95.5 0 0,,Random,Kit
Cnk's Odd Loot,cookieznkreme,/tp @s 21.5 51 -95.5 0 0,,Random,Kit
Cook1e_Galaxy's assorted items,Cook1e_Galaxy,/tp @s 22.5 51 -95.5 0 0,,Random,Kit
Cursed Enchants Box,Unknown Author,/tp @s 23.5 51 -95.5 0 0,,Random,Kit
Custom Items,Eczbek,/tp @s 24.5 51 -95.5 0 0,,Random,Kit
